voteThreadId,userId,threadId,vote
0,393,381,0
1,264,1525,1
2,565,160,0
3,572,33,1
4,227,529,0
5,267,740,0
6,50,743,1
7,736,194,0
8,602,301,1
9,256,1289,0
10,905,1661,0
11,386,319,1
12,238,1365,0
13,892,878,0
14,493,246,1
15,490,1535,0
16,868,1170,1
17,565,1357,1
18,39,25,1
19,805,157,0
20,892,356,1
21,320,647,0
22,840,1649,1
23,310,153,0
24,623,1403,1
25,508,615,0
26,479,1140,1
27,176,1401,1
28,44,1183,0
29,429,1109,1
30,104,1033,0
31,938,762,0
32,556,771,1
33,305,916,0
34,209,292,1
35,939,234,1
36,149,349,0
37,383,592,0
38,33,146,1
39,654,634,1
40,535,1505,1
41,23,2,0
42,149,1262,1
43,638,1441,0
44,344,19,0
45,756,932,0
46,716,1549,0
47,541,624,1
48,707,352,1
49,633,293,1
50,883,348,0
51,599,1387,1
52,643,1159,0
53,797,1121,0
54,529,190,0
55,777,1346,1
56,778,365,0
57,72,659,0
58,638,261,1
59,658,1200,1
60,575,271,1
61,134,784,0
62,888,1006,0
63,407,529,0
64,343,307,1
65,596,947,0
66,438,1591,1
67,2,1371,0
68,475,937,1
69,455,1262,0
70,475,1004,0
71,883,748,1
72,465,1052,1
73,310,130,1
74,846,1160,1
75,559,1195,1
76,303,998,1
77,99,527,0
78,872,842,1
79,606,766,1
80,649,758,1
81,228,1492,1
82,453,1213,0
83,231,1565,1
84,412,387,1
85,606,591,0
86,254,90,0
87,750,432,0
88,358,237,1
89,456,717,0
90,820,1446,0
91,243,837,1
92,66,926,1
93,315,1452,1
94,389,248,0
95,215,1087,1
96,879,1208,0
97,588,510,1
98,191,441,0
99,901,885,0
100,508,1293,0
101,867,1620,0
102,32,1339,1
103,931,961,1
104,655,613,0
105,317,1337,1
106,495,1122,0
107,164,1008,0
108,823,1581,0
109,488,254,0
110,445,1604,0
111,396,596,1
112,387,300,0
113,244,684,0
114,763,753,1
115,660,1215,1
116,247,1420,0
117,916,1647,0
118,622,1281,1
119,439,328,0
120,199,437,1
121,768,964,0
122,540,666,1
123,180,1018,1
124,562,200,1
125,154,260,1
126,397,1151,0
127,662,570,1
128,192,506,1
129,22,1331,0
130,78,1025,0
131,286,697,1
132,810,767,0
133,279,314,1
134,796,497,0
135,300,1634,0
136,861,1651,1
137,711,1071,0
138,861,52,1
139,51,121,0
140,574,276,1
141,601,1353,0
142,2,1094,1
143,85,1173,0
144,289,981,1
145,443,355,0
146,783,1474,1
147,594,478,0
148,515,392,0
149,714,677,1
150,263,1648,1
151,287,1392,0
152,860,301,0
153,169,979,0
154,513,758,1
155,413,329,0
156,889,1293,0
157,888,860,0
158,256,17,0
159,623,536,1
160,276,879,0
161,573,987,0
162,497,1618,1
163,813,1542,1
164,612,624,0
165,116,816,0
166,759,1634,1
167,367,1441,0
168,563,504,1
169,322,235,0
170,433,482,1
171,219,639,0
172,189,801,1
173,936,545,1
174,724,1194,0
175,80,190,0
176,443,1298,1
177,408,837,0
178,925,39,1
179,503,1428,1
180,252,1267,0
181,92,637,0
182,65,1270,1
183,488,613,0
184,747,1512,0
185,934,558,1
186,769,1266,0
187,295,344,1
188,662,158,1
189,148,703,0
190,154,1132,1
191,619,1601,0
192,735,4,1
193,436,634,1
194,925,1504,0
195,59,1098,0
196,166,1610,0
197,561,1268,1
198,173,4,1
199,853,1543,1
200,623,28,0
201,389,1625,0
202,77,1528,0
203,781,923,1
204,853,1437,0
205,504,306,0
206,158,1056,0
207,307,443,0
208,671,413,0
209,715,809,0
210,200,782,0
211,25,775,0
212,693,700,1
213,732,1645,1
214,353,671,1
215,55,772,1
216,818,1499,1
217,673,456,1
218,420,68,0
219,930,1196,1
220,47,581,1
221,217,441,0
222,417,8,0
223,924,205,0
224,425,1145,1
225,209,832,1
226,150,1661,0
227,428,900,0
228,41,589,1
229,76,462,0
230,374,1529,0
231,533,544,0
232,920,1380,1
233,558,654,0
234,209,1568,0
235,543,1450,1
236,301,569,1
237,376,277,1
238,704,219,1
239,212,425,1
240,517,1580,1
241,577,905,0
242,715,1388,0
243,323,583,1
244,562,748,0
245,3,296,0
246,173,1013,0
247,819,1342,0
248,816,848,0
249,589,1643,0
250,717,1094,1
251,4,215,1
252,940,1652,1
253,12,446,0
254,99,271,1
255,393,261,1
256,292,1628,1
257,547,549,0
258,524,1460,1
259,192,238,1
260,888,511,1
261,359,1143,1
262,243,1613,1
263,759,1219,0
264,356,464,1
265,283,487,0
266,800,740,1
267,544,450,0
268,587,1237,0
269,142,1559,0
270,899,474,1
271,414,247,1
272,436,433,0
273,905,233,1
274,584,420,0
275,77,1664,1
276,787,334,0
277,395,436,0
278,128,416,0
279,595,50,1
280,449,1,1
281,46,257,1
282,581,746,1
283,262,83,1
284,372,140,0
285,28,864,0
286,517,1008,1
287,937,1503,0
288,295,378,1
289,741,711,1
290,646,1217,0
291,325,580,1
292,846,1377,1
293,214,785,1
294,219,404,0
295,762,482,0
296,150,1450,1
297,490,264,1
298,895,998,1
299,520,820,1
300,548,789,1
301,504,855,1
302,830,697,1
303,818,886,0
304,608,1619,0
305,548,603,1
306,306,756,0
307,906,221,1
308,491,351,0
309,326,708,1
310,19,996,0
311,261,1346,0
312,803,1062,0
313,347,126,0
314,130,550,1
315,551,1360,1
316,636,1577,1
317,702,813,0
318,297,74,0
319,686,1106,0
320,363,1101,1
321,838,714,0
322,554,510,1
323,498,395,0
324,729,1677,1
325,265,817,0
326,879,1056,0
327,704,226,0
328,778,15,0
329,502,153,1
330,36,70,1
331,789,844,1
332,517,233,0
333,917,440,0
334,252,275,1
335,139,1635,1
336,943,485,1
337,286,679,0
338,633,1171,0
339,60,298,0
340,291,370,1
341,266,1153,1
342,256,275,0
343,917,331,1
344,566,820,1
345,490,1118,1
346,684,1293,0
347,537,1611,0
348,574,822,0
349,749,1616,1
350,326,940,0
351,126,1288,0
352,148,1623,0
353,233,916,1
354,303,1487,0
355,258,1020,0
356,16,251,0
357,122,1574,0
358,815,502,1
359,271,598,0
360,326,105,1
361,877,1343,1
362,141,932,0
363,363,797,1
364,199,927,0
365,303,1622,0
366,481,1657,1
367,155,38,1
368,128,1391,0
369,243,83,1
370,693,454,0
371,559,1452,0
372,413,998,0
373,148,1587,1
374,210,457,0
375,831,1447,0
376,749,220,1
377,702,699,1
378,47,412,0
379,938,1388,1
380,758,567,0
381,704,1010,1
382,689,798,1
383,908,839,1
384,210,1249,0
385,726,269,1
386,447,449,1
387,438,45,1
388,153,408,1
389,41,674,0
390,651,1233,1
391,789,120,0
392,372,472,1
393,569,1001,0
394,327,1461,0
395,16,575,1
396,561,225,1
397,812,1124,0
398,844,1013,1
399,509,362,1
400,358,1139,0
401,836,1209,0
402,579,82,0
403,112,120,1
404,224,704,1
405,785,1608,1
406,809,952,0
407,619,1472,1
408,442,62,0
409,790,786,1
410,57,1396,0
411,933,1614,0
412,189,490,0
413,565,1621,0
414,433,1524,1
415,672,1032,1
416,838,10,0
417,872,369,1
418,144,1434,0
419,335,478,0
420,74,1573,0
421,918,1373,0
422,674,329,0
423,280,1420,0
424,108,537,0
425,474,1557,1
426,435,544,0
427,867,444,0
428,291,73,1
429,289,618,0
430,341,942,1
431,842,81,1
432,15,499,1
433,171,682,1
434,401,673,1
435,307,772,1
436,584,681,1
437,90,526,1
438,526,750,0
439,890,1349,0
440,109,192,0
441,143,81,1
442,684,147,0
443,285,1027,0
444,544,1374,1
445,30,680,0
446,395,1331,0
447,820,650,0
448,629,288,0
449,453,535,1
450,700,955,0
451,767,652,0
452,209,40,1
453,43,783,1
454,137,430,0
455,761,461,0
456,94,1382,1
457,357,1354,0
458,800,1314,0
459,144,1038,0
460,518,962,1
461,47,1429,0
462,701,253,0
463,313,903,1
464,38,97,0
465,180,1322,1
466,768,489,1
467,15,712,0
468,550,1603,1
469,391,1669,0
470,568,1031,1
471,833,1151,1
472,652,250,1
473,86,1677,1
474,510,1175,0
475,41,478,0
476,283,929,0
477,142,1177,1
478,607,622,0
479,153,897,1
480,34,1016,0
481,721,173,1
482,846,1453,1
483,544,141,0
484,129,53,1
485,67,1654,0
486,79,448,0
487,710,611,0
488,627,518,1
489,511,1504,1
490,370,1123,0
491,597,64,0
492,329,1121,1
493,626,1361,1
494,27,72,1
495,668,229,1
496,152,1410,1
497,16,931,1
498,424,1169,1
499,342,164,0
500,908,262,0
501,887,540,1
502,632,181,0
503,570,1003,0
504,575,666,0
505,109,471,1
506,727,1403,0
507,186,442,0
508,63,459,1
509,937,1582,0
510,64,250,0
511,534,545,1
512,881,173,1
513,618,1522,0
514,278,399,0
515,234,1504,0
516,422,981,0
517,271,655,0
518,31,676,0
519,719,315,0
520,74,361,1
521,805,779,0
522,935,761,0
523,853,640,1
524,778,817,0
525,377,486,1
526,563,1102,0
527,579,1442,1
528,513,541,1
529,534,951,1
530,19,1122,1
531,614,1344,1
532,641,1279,1
533,706,831,0
534,317,1212,1
535,215,98,1
536,707,43,1
537,698,1539,1
538,903,1252,0
539,811,1638,1
540,153,811,1
541,26,143,0
542,730,765,0
543,277,1541,0
544,714,580,0
545,319,993,0
546,365,1315,0
547,285,881,0
548,111,926,1
549,106,90,1
550,135,1046,1
551,191,1252,0
552,543,687,0
553,924,1405,1
554,72,221,1
555,823,1272,1
556,408,1418,1
557,886,272,0
558,927,1128,0
559,128,191,1
560,772,1172,0
561,755,484,1
562,698,1324,0
563,270,297,1
564,225,287,0
565,93,93,1
566,544,105,1
567,586,112,0
568,423,144,1
569,268,207,1
570,625,1157,0
571,234,297,0
572,200,572,0
573,140,1614,0
574,937,1549,1
575,756,95,1
576,581,801,1
577,521,316,1
578,146,1011,1
579,69,702,1
580,659,1522,1
581,843,1169,1
582,911,1128,0
583,646,925,1
584,564,321,1
585,842,28,0
586,563,1312,1
587,528,1648,1
588,198,1220,1
589,372,1158,1
590,580,1062,1
591,803,1471,1
592,778,113,1
593,933,1276,1
594,565,1144,0
595,512,850,0
596,694,811,0
597,168,1514,0
598,249,81,0
599,603,1037,1
600,3,1029,0
601,821,1107,1
602,213,877,1
603,653,1304,1
604,398,241,1
605,408,435,0
606,98,1558,0
607,744,636,1
608,74,65,0
609,322,1377,1
610,322,1415,1
611,727,1332,0
612,544,583,1
613,150,1516,0
614,657,193,1
615,766,943,0
616,282,1307,1
617,586,984,1
618,261,811,1
619,104,201,1
620,740,492,1
621,289,806,0
622,67,1454,1
623,76,52,1
624,107,695,1
625,661,303,1
626,806,895,1
627,55,599,1
628,563,809,1
629,98,519,1
630,632,1443,0
631,126,1180,1
632,873,870,1
633,877,679,0
634,478,994,1
635,844,820,1
636,80,1477,0
637,834,45,0
638,835,380,1
639,893,115,0
640,640,824,0
641,759,355,1
642,211,1163,0
643,439,86,1
644,681,1198,0
645,110,215,1
646,643,450,0
647,169,483,0
648,513,1371,1
649,228,413,1
650,107,674,1
651,734,786,0
652,581,607,1
653,608,20,1
654,76,749,0
655,363,856,1
656,420,1124,1
657,60,549,1
658,515,93,0
659,84,59,1
660,789,963,0
661,635,660,1
662,913,21,1
663,654,463,1
664,410,248,1
665,656,620,1
666,839,606,1
667,869,1169,0
668,77,1253,0
669,890,232,1
670,11,1357,0
671,432,461,1
672,148,398,1
673,562,310,0
674,797,713,0
675,92,1496,1
676,651,894,1
677,142,302,1
678,157,1379,1
679,589,274,1
680,858,586,0
681,373,464,1
682,592,381,0
683,183,84,1
684,239,1610,0
685,58,1065,1
686,722,516,0
687,66,330,1
688,41,330,0
689,6,167,1
690,685,73,0
691,7,120,1
692,524,629,1
693,812,1094,1
694,445,1313,1
695,380,485,0
696,908,475,1
697,428,288,1
698,736,1316,0
699,903,122,1
700,120,132,0
701,209,1499,1
702,527,801,0
703,469,1047,0
704,205,140,0
705,633,341,0
706,27,1404,0
707,682,1122,1
708,594,1663,1
709,74,1165,1
710,510,293,0
711,686,233,0
712,172,565,0
713,16,1005,1
714,814,1166,0
715,798,260,0
716,783,1219,0
717,362,873,1
718,143,1092,1
719,877,772,1
720,556,1276,0
721,14,1633,1
722,688,1308,1
723,524,1230,1
724,181,1133,1
725,72,691,1
726,849,426,0
727,319,289,0
728,143,161,0
729,282,2,0
730,814,1435,0
731,756,1677,1
732,731,589,0
733,722,639,0
734,470,1388,0
735,929,368,0
736,492,1258,0
737,514,1384,1
738,107,415,1
739,488,875,1
740,485,1615,1
741,611,1222,1
742,330,993,0
743,527,1082,1
744,810,1218,0
745,336,1249,1
746,367,223,1
747,563,1290,0
748,770,62,1
749,354,1203,1
750,386,767,0
751,240,239,1
752,453,924,0
753,123,164,1
754,860,296,0
755,558,1653,1
756,486,1543,1
757,615,656,1
758,115,575,1
759,300,1404,1
760,334,391,1
761,593,360,1
762,791,1155,1
763,590,984,0
764,152,471,1
765,753,200,1
766,427,452,0
767,73,1153,0
768,185,704,0
769,504,1160,1
770,913,915,1
771,258,1415,0
772,389,772,1
773,739,227,0
774,738,191,0
775,645,112,0
776,614,505,1
777,908,1433,0
778,279,556,0
779,164,220,0
780,251,1491,0
781,683,228,1
782,578,89,1
783,307,212,0
784,537,327,0
785,185,1097,1
786,611,1023,1
787,322,145,0
788,834,1215,0
789,337,1099,0
790,608,1189,0
791,377,1183,0
792,836,299,1
793,373,365,0
794,884,1429,0
795,671,1158,1
796,8,346,1
797,921,1516,0
798,888,818,1
799,405,1018,0
800,72,1079,1
801,11,1031,1
802,928,1164,1
803,376,1155,1
804,212,381,0
805,793,1139,0
806,401,903,0
807,386,530,1
808,684,1412,0
809,177,199,0
810,186,381,0
811,159,1195,0
812,305,798,0
813,46,943,1
814,921,1672,1
815,156,360,1
816,636,397,0
817,577,822,0
818,793,74,0
819,845,11,1
820,938,1482,1
821,127,1037,0
822,365,584,0
823,132,1086,0
824,728,1552,0
825,570,979,1
826,152,41,0
827,440,644,0
828,355,264,1
829,361,773,0
830,126,839,1
831,408,66,1
832,435,731,1
833,852,767,1
834,775,245,1
835,866,1558,0
836,884,1049,1
837,807,774,1
838,249,924,1
839,502,1301,1
840,911,1673,0
841,653,1577,1
842,925,354,1
843,44,1191,1
844,672,299,0
845,141,203,0
846,114,1225,1
847,35,350,0
848,775,1026,1
849,551,931,1
850,394,24,1
851,911,1557,1
852,119,603,0
853,813,72,1
854,148,892,0
855,781,76,1
856,705,568,1
857,536,1573,1
858,737,1520,1
859,856,868,0
860,624,1377,1
861,264,1415,1
862,561,124,0
863,918,890,0
864,334,1224,1
865,652,1224,1
866,867,1610,1
867,922,1029,0
868,353,1182,1
869,747,1586,0
870,177,863,1
871,796,1326,0
872,906,1431,0
873,181,1274,0
874,292,461,0
875,833,979,0
876,942,1664,1
877,2,1310,0
878,765,638,1
879,426,716,0
880,707,1217,0
881,347,1483,0
882,542,908,0
883,119,1350,0
884,136,1368,0
885,321,1014,0
886,390,1389,0
887,476,415,0
888,245,407,1
889,381,109,0
890,564,433,0
891,162,202,0
892,797,954,0
893,343,805,1
894,745,475,0
895,408,221,1
896,920,555,1
897,151,857,0
898,931,1190,1
899,787,89,0
900,891,1160,1
901,513,1567,1
902,450,345,0
903,827,1182,0
904,486,1559,1
905,191,1067,1
906,819,759,1
907,118,1640,1
908,75,253,1
909,724,1547,1
910,909,815,1
911,619,243,0
912,857,638,1
913,29,259,1
914,503,403,1
915,303,1309,0
916,235,65,1
917,54,467,1
918,14,1049,0
919,186,127,0
920,677,1372,1
921,737,1432,0
922,175,646,1
923,487,5,1
924,465,732,1
925,712,197,1
926,315,92,1
927,876,1454,0
928,5,936,0
929,851,886,1
930,9,1650,1
931,348,1310,0
932,843,1655,0
933,648,173,0
934,296,189,0
935,382,634,0
936,604,1103,1
937,283,458,0
938,580,509,0
939,551,511,0
940,888,878,0
941,739,344,0
942,601,492,1
943,371,205,0
944,901,495,0
945,649,179,1
946,748,1245,0
947,814,484,1
948,691,5,1
949,401,735,0
950,676,980,1
951,873,1463,1
952,226,1253,0
953,637,384,1
954,362,178,0
955,293,1133,1
956,716,1119,1
957,716,1557,1
958,461,54,1
959,71,1250,1
960,550,74,0
961,532,194,0
962,229,2,0
963,776,95,0
964,284,267,1
965,921,870,1
966,264,105,0
967,658,190,1
968,59,647,1
969,575,718,0
970,737,788,1
